0.00938967	0.152542
0.0969163	0.314286
0.135593	0.322981
0.161017	0.368715
0.158996	0.392947
0.205534	0.466368
0.269091	0.515337
0.322148	0.513514
0.301639	0.494382
0.319218	0.501887
0.379009	0.491349
0.388406	0.521441
0.404558	0.516892
0.437333	0.487884
0.448363	0.50075
0.470886	0.48503
0.497585	0.470073
0.530612	0.473609
0.569565	0.510402
0.599034	0.504348
0.610169	0.506667
0.640371	0.525698
0.63964	0.524781
0.668172	0.54062
0.646681	0.568082
0.631347	0.584098
0.663866	0.63142
0.654945	0.617323
0.638009	0.621931
0.659529	0.637084
0.6609808	0.6403785
0.6036866	0.6016260
0.6139955	0.6181230
0.6200873	0.6352201
0.6163793	0.6200318
0.6307054	0.6369231
0.6144068	0.6132075
0.6336634	0.6253687
0.6019802	0.6262925
0.5720000	0.6144578
0.5902256	0.6219686
0.5886654	0.5870787
0.6067019	0.6040816
0.5765125	0.5852982
0.5688073	0.5843972
0.5798611	0.5891892
0.5689354	0.5877660
0.5836066	0.5838668
0.5686275	0.5932416
0.5628141	0.5699615
0.5641026	0.5915842
0.5415282	0.5977011
0.5670732	0.5981087
0.5596330	0.5971897
0.5752608	0.6086957
0.5655376	0.5966102
0.5784447	0.6201717
0.6008119	0.6220807
0.5929919	0.6196891
0.6047745	0.6212590
0.6013072	0.6152305
0.6051948	0.6186186
0.6071871	0.6353167
0.6065990	0.6375372
0.6171285	0.6496063
0.6044099	0.6348884
0.6043534	0.6606965
0.5981795	0.6525253
0.6123457	0.6620690
0.6064356	0.6771654
0.6210269	0.6783969
0.6275946	0.7239024
0.6262626	0.7056410
0.6472643	0.7200000
0.6916764	0.7349754
0.6947608	0.7645914
0.6847059	0.7645320
0.6985981	0.7696850
0.7042254	0.7686197
0.7001167	0.7781036
0.6863905	0.7953890
0.6955504	0.8072175
0.6975666	0.8026692
0.6763285	0.7992126
0.6776084	0.8064212
0.6564706	0.8003749
0.6440678	0.7977099
0.6251557	0.7893701
0.6185319	0.7981221
0.6065574	0.7963636
0.6064209	0.7945455
0.6298851	0.7978142
0.6215596	0.7952684
0.6187845	0.8068670
0.6467449	0.8184100
0.6570248	0.8088235
0.6597725	0.8118324
0.6082131	0.7976089
0.6659939	0.7814570
0.6454918	0.7963576
0.5828819	0.7797772
0.6011905	0.7913111
0.5950249	0.7950117
0.6036644	0.8234410
0.6209453	0.8410405
0.6052632	0.8335766
0.6136364	0.8216939
0.6313933	0.8453464
0.6689132	0.8292683
0.6500000	0.8364649
0.6422339	0.8415147
0.6611296	0.8467742
0.6273242	0.8471782
0.6474074	0.8615023
0.6602517	0.8706846
0.6855956	0.8761905
0.7186485	0.8778913
0.7221861	0.8798701
0.7309185	0.8980246
0.7410604	0.8875129
0.7478368	0.8876230
0.7553913	0.9018595
